"C/A","UNIT","SCP","DATEn","TIMEn","DESCn","ENTRIESn","EXITSn"
"A002","R051","02-03-06","05-25-11","00:00:00","REGULAR",3897958,422707
"A002","R051","02-03-06","05-25-11","04:00:00","REGULAR",3897977,422707
"A002","R051","02-03-06","05-25-11","08:00:00","REGULAR",3898117,422710
"A002","R051","02-03-06","05-25-11","12:00:00","REGULAR",3898657,422725
"A002","R051","02-03-06","05-25-11","16:00:00","REGULAR",3898983,422732
"A002","R051","02-03-06","05-25-11","20:00:00","REGULAR",3899796,422738
"A002","R051","02-03-06","05-26-11","00:00:00","REGULAR",3900052,422740
"A002","R051","02-03-06","05-26-11","04:00:00","REGULAR",3900068,422740
"A002","R051","02-03-06","05-26-11","08:00:00","REGULAR",3900180,422745
"A002","R051","02-03-06","05-26-11","12:00:00","REGULAR",3900694,422752
"A002","R051","02-03-06","05-26-11","16:00:00","REGULAR",3901075,422757
"A002","R051","02-03-06","05-26-11","20:00:00","REGULAR",3901849,422763
"A002","R051","02-03-06","05-27-11","00:00:00","REGULAR",3902135,422768
"A002","R051","02-03-06","05-27-11","04:00:00","REGULAR",3902156,422768
"A002","R051","02-03-06","05-27-11","08:00:00","REGULAR",3902251,422770
"A002","R051","02-03-06","05-27-11","12:00:00","REGULAR",3902656,422784
"A002","R051","02-03-06","05-27-11","16:00:00","REGULAR",3903097,422793
"A002","R051","02-03-06","05-27-11","20:00:00","REGULAR",3903796,422800
"A002","R051","02-05-00","05-21-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-21-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-21-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-21-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-21-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-21-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-22-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-22-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-22-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-22-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-22-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-22-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-23-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-23-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-23-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-23-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-23-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-23-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-24-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-24-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-24-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-24-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-24-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-24-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-25-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-25-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-25-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-25-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-25-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-25-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-26-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-26-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-26-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-26-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-26-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-26-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-27-11","00:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-27-11","04:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-27-11","08:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-27-11","12:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-27-11","16:00:00","REGULAR",657,0
"A002","R051","02-05-00","05-27-11","20:00:00","REGULAR",657,0
"A002","R051","02-05-01","05-21-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-21-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-21-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-21-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-21-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-21-11","20:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-22-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-22-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-22-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-22-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-22-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-22-11","20:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-23-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-23-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-23-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-23-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-23-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-23-11","20:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-24-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-24-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-24-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-24-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-24-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-24-11","20:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-25-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-25-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-25-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-25-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-25-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-25-11","20:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-26-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-26-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-26-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-26-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-26-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-26-11","20:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-27-11","00:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-27-11","04:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-27-11","08:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-27-11","12:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-27-11","16:00:00","REGULAR",0,320
"A002","R051","02-05-01","05-27-11","20:00:00","REGULAR",0,320
"A002","R051","02-06-00","05-21-11","00:00:00","REGULAR",3040689,97528
"A002","R051","02-06-00","05-21-11","04:00:00","REGULAR",3040720,97532
"A002","R051","02-06-00","05-21-11","08:00:00","REGULAR",3040753,97533
"A002","R051","02-06-00","05-21-11","12:00:00","REGULAR",3040907,97535
"A002","R051","02-06-00","05-21-11","16:00:00","REGULAR",3041157,97537
"A002","R051","02-06-00","05-21-11","20:00:00","REGULAR",3041480,97542
"A002","R051","02-06-00","05-22-11","00:00:00","REGULAR",3041682,97551
"A002","R051","02-06-00","05-22-11","04:00:00","REGULAR",3041710,97555
"A002","R051","02-06-00","05-22-11","08:00:00","REGULAR",3041729,97555
"A002","R051","02-06-00","05-22-11","12:00:00","REGULAR",3041851,97558
"A002","R051","02-06-00","05-22-11","16:00:00","REGULAR",3042103,97564
"A002","R051","02-06-00","05-22-11","20:00:00","REGULAR",3042344,97568
"A002","R051","02-06-00","05-23-11","00:00:00","REGULAR",3042451,97571
"A002","R051","02-06-00","05-23-11","04:00:00","REGULAR",3042470,97573
"A002","R051","02-06-00","05-23-11","08:00:00","REGULAR",3042600,97575
"A002","R051","02-06-00","05-23-11","12:00:00","REGULAR",3043088,97585
"A002","R051","02-06-00","05-23-11","16:00:00","REGULAR",3043449,97589
"A002","R051","02-06-00","05-23-11","20:00:00","REGULAR",3044233,97599
"A002","R051","02-06-00","05-24-11","00:00:00","REGULAR",3044463,97603
"A002","R051","02-06-00","05-24-11","04:00:00","REGULAR",3044480,97605
"A002","R051","02-06-00","05-24-11","08:00:00","REGULAR",3044597,97608
"A002","R051","02-06-00","05-24-11","12:00:00","REGULAR",3045110,97619
"A002","R051","02-06-00","05-24-11","16:00:00","REGULAR",3045483,97628
"A002","R051","02-06-00","05-24-11","20:00:00","REGULAR",3046286,97638
"A002","R051","02-06-00","05-25-11","00:00:00","REGULAR",3046494,97645
"A002","R051","02-06-00","05-25-11","04:00:00","REGULAR",3046512,97646
"A002","R051","02-06-00","05-25-11","08:00:00","REGULAR",3046638,97650
"A002","R051","02-06-00","05-25-11","12:00:00","REGULAR",3047157,97658
"A002","R051","02-06-00","05-25-11","16:00:00","REGULAR",3047530,97666
"A002","R051","02-06-00","05-25-11","20:00:00","REGULAR",3048251,97671
"A002","R051","02-06-00","05-26-11","00:00:00","REGULAR",3048530,97675
"A002","R051","02-06-00","05-26-11","04:00:00","REGULAR",3048542,97676
"A002","R051","02-06-00","05-26-11","08:00:00","REGULAR",3048680,97677
"A002","R051","02-06-00","05-26-11","12:00:00","REGULAR",3049182,97683
"A002","R051","02-06-00","05-26-11","16:00:00","REGULAR",3049592,97688
"A002","R051","02-06-00","05-26-11","20:00:00","REGULAR",3050416,97693
"A002","R051","02-06-00","05-27-11","00:00:00","REGULAR",3050647,97705
"A002","R051","02-06-00","05-27-11","04:00:00","REGULAR",3050663,97706
"A002","R051","02-06-00","05-27-11","08:00:00","REGULAR",3050793,97709
"A002","R051","02-06-00","05-27-11","12:00:00","REGULAR",3051201,97720
"A002","R051","02-06-00","05-27-11","16:00:00","REGULAR",3051650,97727
"A002","R051","02-06-00","05-27-11","20:00:00","REGULAR",3052254,97742
"A006","R079","00-00-00","05-21-11","02:00:00","REGULAR",8971326,13832075
"A006","R079","00-00-00","05-21-11","06:00:00","REGULAR",8971338,13832091
"A006","R079","00-00-00","05-21-11","10:00:00","REGULAR",8971378,13832504
"A006","R079","00-00-00","05-21-11","14:00:00","REGULAR",8971574,13833171
"A006","R079","00-00-00","05-21-11","18:00:00","REGULAR",8972079,13833826
"A006","R079","00-00-00","05-21-11","22:00:00","REGULAR",8972536,13834058
"A006","R079","00-00-00","05-22-11","02:00:00","REGULAR",8972691,13834157
"A006","R079","00-00-00","05-22-11","06:00:00","REGULAR",8972699,13834176
"A006","R079","00-00-00","05-22-11","10:00:00","REGULAR",8972719,13834374
"A006","R079","00-00-00","05-22-11","14:00:00","REGULAR",8972873,13834944
"A006","R079","00-00-00","05-22-11","18:00:00","REGULAR",8973246,13835473
"A006","R079","00-00-00","05-22-11","22:00:00","REGULAR",8973550,13835683
"A006","R079","00-00-00","05-23-11","02:00:00","REGULAR",8973640,13835738
"A006","R079","00-00-00","05-23-11","06:00:00","REGULAR",8973644,13835768
"A006","R079","00-00-00","05-23-11","07:41:13","REGULAR",8973665,13836069
"A006","R079","00-00-00","05-23-11","10:00:00","REGULAR",8973707,13837581
"A006","R079","00-00-00","05-23-11","14:00:00","REGULAR",8973926,13838668
"A006","R079","00-00-00","05-23-11","14:31:27","REGULAR",8973978,13838778
"A006","R079","00-00-00","05-23-11","18:00:00","REGULAR",8974700,13839493
"A006","R079","00-00-00","05-23-11","22:00:00","REGULAR",8975399,13839850
"A006","R079","00-00-00","05-24-11","02:00:00","REGULAR",8975559,13839923
"A006","R079","00-00-00","05-24-11","06:00:00","REGULAR",8975563,13839961
"A006","R079","00-00-00","05-24-11","10:00:00","REGULAR",8975606,13841940
"A006","R079","00-00-00","05-24-11","14:00:00","REGULAR",8975824,13843081
"A006","R079","00-00-00","05-24-11","18:00:00","REGULAR",8976541,13844056
"A006","R079","00-00-00","05-24-11","22:00:00","REGULAR",8977275,13844604
"A006","R079","00-00-00","05-25-11","02:00:00","REGULAR",8977464,13844669
"A006","R079","00-00-00","05-25-11","06:00:00","REGULAR",8977474,13844700
"A006","R079","00-00-00","05-25-11","10:00:00","REGULAR",8977528,13846677
"A006","R079","00-00-00","05-25-11","14:00:00","REGULAR",8977762,13847916
"A006","R079","00-00-00","05-25-11","18:00:00","REGULAR",8978525,13848938
"A006","R079","00-00-00","05-25-11","22:00:00","REGULAR",8979291,13849377
"A006","R079","00-00-00","05-26-11","02:00:00","REGULAR",8979484,13849448
"A006","R079","00-00-00","05-26-11","06:00:00","REGULAR",8979492,13849478
"A006","R079","00-00-00","05-26-11","10:00:00","REGULAR",8979543,13851420
"A006","R079","00-00-00","05-26-11","14:00:00","REGULAR",8979730,13852660
"A006","R079","00-00-00","05-26-11","18:00:00","REGULAR",8980555,13853683
"A006","R079","00-00-00","05-26-11","22:00:00","REGULAR",8981292,13854115
"A006","R079","00-00-00","05-27-11","02:00:00","REGULAR",8981487,13854226
"A006","R079","00-00-00","05-27-11","06:00:00","REGULAR",8981498,13854293
"A006","R079","00-00-00","05-27-11","08:59:09","DOOR",8981534,13855379
"A006","R079","00-00-00","05-27-11","08:59:24","OPEN",8981534,13855379
"A006","R079","00-00-00","05-27-11","09:08:45","DOOR",8981534,13855379
"A006","R079","00-00-00","05-27-11","10:00:00","OPEN",8981576,13855838
"A006","R079","00-00-00","05-27-11","14:00:00","DOOR",8981907,13856920
"A006","R079","00-00-00","05-27-11","18:00:00","OPEN",8982740,13857821
"A006","R079","00-00-00","05-27-11","22:00:00","REGULAR",8983321,13858079
"A006","R079","00-00-01","05-21-11","02:00:00","REGULAR",386056,294801
"A006","R079","00-00-01","05-21-11","06:00:00","REGULAR",386061,294809
"A006","R079","00-00-01","05-21-11","10:00:00","REGULAR",386107,294918
"A006","R079","00-00-01","05-21-11","14:00:00","REGULAR",386312,295136
"A006","R079","00-00-01","05-21-11","18:00:00","REGULAR",386818,295382
"A006","R079","00-00-01","05-21-11","22:00:00","REGULAR",387264,295493
"A006","R079","00-00-01","05-22-11","02:00:00","REGULAR",387375,295510
"A006","R079","00-00-01","05-22-11","06:00:00","REGULAR",387390,295518
"A006","R079","00-00-01","05-22-11","10:00:00","REGULAR",387418,295573
"A006","R079","00-00-01","05-22-11","14:00:00","REGULAR",387583,295766
"A006","R079","00-00-01","05-22-11","18:00:00","REGULAR",387981,295961
"A006","R079","00-00-01","05-22-11","22:00:00","REGULAR",388259,296039
"A006","R079","00-00-01","05-23-11","02:00:00","REGULAR",388324,296044
"A006","R079","00-00-01","05-23-11","06:00:00","REGULAR",388329,296048
"A006","R079","00-00-01","05-23-11","07:41:13","REGULAR",388347,296145
"A006","R079","00-00-01","05-23-11","10:00:00","REGULAR",388404,296770
"A006","R079","00-00-01","05-23-11","14:00:00","REGULAR",388718,297113
"A006","R079","00-00-01","05-23-11","14:31:27","REGULAR",388768,297143
"A006","R079","00-00-01","05-23-11","18:00:00","REGULAR",389494,297397
"A006","R079","00-00-01","05-23-11","22:00:00","REGULAR",390173,297510
"A006","R079","00-00-01","05-24-11","02:00:00","REGULAR",390289,297524
"A006","R079","00-00-01","05-24-11","06:00:00","REGULAR",390296,297529
"A006","R079","00-00-01","05-24-11","10:00:00","REGULAR",390367,298304
"A006","R079","00-00-01","05-24-11","14:00:00","REGULAR",390629,298697
"A006","R079","00-00-01","05-24-11","18:00:00","REGULAR",391445,299003
"A006","R079","00-00-01","05-24-11","22:00:00","REGULAR",392210,299196
"A006","R079","00-00-01","05-25-11","02:00:00","REGULAR",392368,299223
"A006","R079","00-00-01","05-25-11","06:00:00","REGULAR",392370,299234
"A006","R079","00-00-01","05-25-11","10:00:00","REGULAR",392442,300028
"A006","R079","00-00-01","05-25-11","14:00:00","REGULAR",392759,300398
"A006","R079","00-00-01","05-25-11","18:00:00","REGULAR",393665,300761
"A006","R079","00-00-01","05-25-11","22:00:00","REGULAR",394434,300898
"A006","R079","00-00-01","05-26-11","02:00:00","REGULAR",394593,300919
"A006","R079","00-00-01","05-26-11","06:00:00","REGULAR",394601,300925
"A006","R079","00-00-01","05-26-11","10:00:00","REGULAR",394677,301635
"A006","R079","00-00-01","05-26-11","14:00:00","REGULAR",394993,302007
"A006","R079","00-00-01","05-26-11","18:00:00","REGULAR",395874,302352
"A006","R079","00-00-01","05-26-11","22:00:00","REGULAR",396610,302493
"A006","R079","00-00-01","05-27-11","02:00:00","REGULAR",396725,302527
"A006","R079","00-00-01","05-27-11","06:00:00","REGULAR",396736,302549
"A006","R079","00-00-01","05-27-11","09:13:04","DOOR",396782,303087
"A006","R079","00-00-01","05-27-11","09:20:47","OPEN",396782,303087
"A006","R079","00-00-01","05-27-11","09:20:55","DOOR",396782,303087
"A006","R079","00-00-01","05-27-11","10:00:00","OPEN",396816,303189
"A006","R079","00-00-01","05-27-11","14:00:00","DOOR",397186,303558
"A006","R079","00-00-01","05-27-11","18:00:00","OPEN",398031,303928
"A006","R079","00-00-01","05-27-11","22:00:00","REGULAR",398581,304021
"A006","R079","00-00-02","05-21-11","02:00:00","REGULAR",4903293,2202378
"A006","R079","00-00-02","05-21-11","06:00:00","REGULAR",4903303,2202379
"A006","R079","00-00-02","05-21-11","10:00:00","REGULAR",4903323,2202452
"A006","R079","00-00-02","05-21-11","14:00:00","REGULAR",4903484,2202564
"A006","R079","00-00-02","05-21-11","18:00:00","REGULAR",4903868,2202699
"A006","R079","00-00-02","05-21-11","22:00:00","REGULAR",4904220,2202736
"A006","R079","00-00-02","05-22-11","02:00:00","REGULAR",4904295,2202751
"A006","R079","00-00-02","05-22-11","06:00:00","REGULAR",4904301,2202752
"A006","R079","00-00-02","05-22-11","10:00:00","REGULAR",4904312,2202781
"A006","R079","00-00-02","05-22-11","14:00:00","REGULAR",4904453,2202879
"A006","R079","00-00-02","05-22-11","18:00:00","REGULAR",4904748,2202982
"A006","R079","00-00-02","05-22-11","22:00:00","REGULAR",4904964,2203015
"A006","R079","00-00-02","05-23-11","02:00:00","REGULAR",4905018,2203019
"A006","R079","00-00-02","05-23-11","06:00:00","REGULAR",4905020,2203022
"A006","R079","00-00-02","05-23-11","07:41:13","REGULAR",4905026,2203086
"A006","R079","00-00-02","05-23-11","10:00:00","REGULAR",4905090,2203431
"A006","R079","00-00-02","05-23-11","14:00:00","REGULAR",4905346,2203600
"A006","R079","00-00-02","05-23-11","14:31:27","REGULAR",4905382,2203612
"A006","R079","00-00-02","05-23-11","18:00:00","REGULAR",4905989,2203724
"A006","R079","00-00-02","05-23-11","22:00:00","REGULAR",4906485,2203766
"A006","R079","00-00-02","05-24-11","02:00:00","REGULAR",4906567,2203773
"A006","R079","00-00-02","05-24-11","06:00:00","REGULAR",4906568,2203784
"A006","R079","00-00-02","05-24-11","10:00:00","REGULAR",4906637,2204222
"A006","R079","00-00-02","05-24-11","14:00:00","REGULAR",4906876,2204402
"A006","R079","00-00-02","05-24-11","18:00:00","REGULAR",4907613,2204521
"A006","R079","00-00-02","05-24-11","22:00:00","REGULAR",4908174,2204617
"A006","R079","00-00-02","05-25-11","02:00:00","REGULAR",4908280,2204631
"A006","R079","00-00-02","05-25-11","06:00:00","REGULAR",4908287,2204635
"A006","R079","00-00-02","05-25-11","10:00:00","REGULAR",4908347,2205095
"A006","R079","00-00-02","05-25-11","14:00:00","REGULAR",4908621,2205268
"A006","R079","00-00-02","05-25-11","18:00:00","REGULAR",4909380,2205429
"A006","R079","00-00-02","05-25-11","22:00:00","REGULAR",4909928,2205486
"A006","R079","00-00-02","05-26-11","02:00:00","REGULAR",4910019,2205500
"A006","R079","00-00-02","05-26-11","06:00:00","REGULAR",4910028,2205504
